""	"textOriginal"
"1315"	"Pulau Jawa udah terlalu banyak penduduknya. Sekarang aja lahan pertanian di Jawa semakin tergerus, beralihfungsi jadi pemukiman atau lahan industri. Penduduk makin banyak, jumlah kebutuhan meningkat sedangkan lahan pertanian menyusut, ya ujung-ujungnya lahan hutan di pulau lain, gak menutup kemungkinan di Kalimantan itu beralifungsi juga jadi lahan pertanian atau perkebunan untuk memenuhi kebutuhan penduduk di jawa yg semakin banyak. Ini baru dari aspek lingkungan di mana entah ibukota bakal pindah atau nggak lingkungan tetep bakal rusak akibat dari penduduk yang makin banyak & urbanisasi yg tinggi di pulau Jawa.

Nah sekarang dari segi efisiensi kalo ibu kota pindah ke wilayah lain di pulau Jawa, misalnya di Jawa Tengah (seperti yang anda sebutkan). Daerah mana di Jawa tengah yang wilayahnya cukup luas & kosong? Kalo ngeliat data jumlah penduduk jateng yg sampe puluhan juta, rasanya hampir gak ada wilayah yg luas & penduduknya kosong, padahal wilayah untuk bagun ibu kota itu bisa sampe ratusan kilometer persegi. Ujung2nya ya harus ngegusur penduduk juga yg cukup banyak, lahan pertanian beralih fungsi dll yg nantinya adalah biayanya bakal jauh membengkak dibandingkan kalo pindah ke kalimantan. Berhubung lahan pertanian juga tergusur, nantinya harus nyari lahan pengganti, ujung-ujungnya ngerusak hutan di pulau lain lagi."
"1316"	"Punten mbak nana.program IKN adalah konsep bisnis usaha \"kreatif\" para oligarki istana untuk dapat cuan?.sebab ada dugaan publik bahwa di balik \"batu\" IKN ini,adalah konglomerat yg pernah jadi donatur pada pilpres amerika?,wslm."
"1317"	"Punya orang Jawa, kami di Kalimantan dilenyapkan"
"1318"	"Raja Kutai tolong perjuwangan tanah Ulayat kami agar kami TDK tersingkir dari kampung halaman kami."
"1319"	"Rakyat akan terus terancam,melawan di bungkam,pribumi tergerus hangus,apakah kita harus pasrah walau dalam parah,namun tunggu apa yg kan terjadi,"
"1320"	"rakyat aslinya saja menolak knp bos kita terlalu ngotot, bahkan.rakyat adat sebagian.tdk.tau atau blm.diberi tau gimana nantinya target 2024 apa bisa terwujud ?"
"1321"	"Rakyat bersatu tak akn terkalahkan.. bangkit melawan atau mati di tindas"
"1322"	"Rakyat indonesia masih belum percaya dengan INVESTOR, karna rakyat tidak merasakan dampak nyata dari adanya investor tersebut. kedepannya semuanya aka sangant rapi dan baik bila bisa sama sama bersinergi. itu harapan yang saya percayai bisa mejadi sebuah kenyataan di tangan pemimpin yang Bijaksana."
"1323"	"Rakyat jelata ternyata lebih pintar dari gubernurnya ,benar2 dunia sudah terbalik"
"1324"	"Rakyat kecil mah ga pernah d dengar, pasti tergusur lah , liat saja nanti"
"1325"	"Rakyat kecil sulit di dengar suaranya karena oligarki yg berkuasa"
"1326"	"Re51m ini mana peduli dengan rakyat nya yg tertindas"
"1327"	"Realistis saja lah, ini untuk Indonesia secara keseluruhan. Masa yg mau didengar hanya beberapa desa saja? Semua butuh \"pengorbanan\""
"1328"	"Rejim Oligarki
Tak kan ada yang mau menerus kan tagung jawab nanti setelah bergantii.."
"1329"	"rumahnya bagus, kayu ulin"
"1330"	"Sabar pak...kl anis presidennya, semua beres"
"1331"	"Salah fokus sama view gunung di menit 10:00 ♥️"
"1332"	"Salah kaprah sih !! Soekarno rencanakan pindah ke Kalimantan Tengah ini dipindah ke  Kalimantan Timur. Hadeuhhh kga denger orang tua. Jd kena Tulah"
"1333"	"Salah pilih pemimpin pak njenengan. Mosok ada warga kok dianggap GK ada warganya."
"1334"	"Salam"
"1335"	"Salam saya bapak ibu yang terhormat kalo masalah surat dasar pun kalo kita membayar pajak itu pun udah di akui pemerintah sebenar nya sekarang kam pung jadi ibu kota itu sangat beruntung 2 apa lagi bapak kan pura daerah se tempat bi asa nya kalo pura da era bukan kah tambah kaya oto matis dulu nya harga tana nya satu hektar 50 sekarang mungkin bisa jadi lebih mahal 500 kah engak cukup ini misal nya salam bapak ibu yang terhormat"
"1336"	"Salam saya sekarang saya mohon bagai mana solusi yang terbaik untuk masarakat dan pemerintah nya semua itu ada solusinya yang terbaik salam tm sm"
"1337"	"SALAM SEHAT DAN DAMAI UNTUK RAKYAT INDONESIA......."
"1338"	"SALAM SEJAHTRA SALAM BOLEH TIDAK BAHWA KITA TAK BERSELISIH PAHAM SUNGGUH ALANGKAH BAIKNYA MEMPERUNDINGKAN SEMUANYA DENGAN JELAS SERTA TAK TERSEMBUNYI SERTA MENGENAI KEBERHASILAN ITU IALAH PENGHARGAAN PADA MASYARAKAT ATAU SELURU MAHKLUK SERTA KEPADA ALLAH SWT SALAM KESEJAHTRAAN ITU SENDIRI SALAM."
"1339"	"SALAM SEJAHTRA SALAM IBU KOTA BARU YG DIDASARI DARI PENATAAN PERBAIKAN PENGATURA PENCEGAHAN TERHADAP KEPADATAN PENDUSUK SERTA STABILNYA EKO SISTIM YG DIJALANKAN SEMUA ITU BERTUJUAN UNTUK MASYA RAKAT AKAN TETAPI JANGAN MENGABAIKAN LAPANGAN KATUNG2 PRODUKSI INI FUNGSINYA BERTAHAN HIDUP ITU SENDIRI SERTA LAPANGAN KERJA SERTA UPAH ATAU  PITU CELAAN ATAU BAGIAN KEWIBAWAAN SERTA LAPANGAN KERJA ITU FUNGSINYA KESTABILAN KESEJAHTRAAN ITU SENDIRI SERTA TATAKCARA SILAH TURANMI SILAH TUROHIM YG BAAIK2 MORAL AHKLAK PEKERTI KEDUDUKANNYA PEMIMPIN MASYARAKAT YG ADIL ATAU SALING MENGHORMATI BAIK KEWIBAWAAN KEPUTUSAN SERTA KEDUDUKAN ITU SENDIRI SALAM PEMBANGUNAN SERTA SEJAHTRALAH SALAM.i"
"1340"	"Salut bapak adat ny sangat bagus kata2 dalam menjawab keluhan rakyat ny"
"1341"	"Salut buat Tim Narasi, buka terus fakta fakta tersembunyi biar masyarakat melek dan tidak mudah menerima omong kosong penguasa demi ambisinya."
"1342"	"Salut cerdas bgt padahal di pedalaman. Ini org cerdas."
"1343"	"Salut mbak..jngan pernah lupakan adat leluhurmu...walau dunia modern secanggih apa pun. 👍.."
"1344"	"Salut pak ketua adat."
"1345"	"Salut sama ketua adat, lebih cerdas daripada gubernur nya.. Jawaban singkat, padat dan jelas dan juga lebih terstruktur.."
"1346"	"Sama halnya dengan warga sekitar mandalika. Banyak warga asli sudah terusir"
"1347"	"Sama saya dari sampit juga khawatir dengan nasib dan penghidupan2 saudara2 sekalimantan saya 😢😢😢🙏🙏🙏"
"1348"	"sangat benar bangat pendapat bapk  berbincang di mata kk nawjwa"
"1349"	"Sangat cerdas bapak ketua adat, memikirkan masa depan rakyatnya, sangat sangat benar yg d bilang bapak 👍👍👍👍👍"
"1350"	"Sangat jujur anda pak kalau masyrakat adat itu tdk akan diperhatikan sama pemerintah, bnr sekali mereka akan memperhatikan perusahaan dn pendatang itu fakta nya"
"1351"	"Sangat khawatir, takutnya malah nanti kedepannya mereka hanya jadi pembantu rumah tangga di tanah sendiri ,dan itu sudah banyak kejadian dimana mana"
"1352"	"Sangat mengerti sekali perasaan mereka sebagai warga lokal, kekhawatiran itu sngt jelas dan wajar. Kawal terus mba nana sampai hak-hak mereka terpenuhi, selain pembangunan fisik hrsnta dipikirkan juga pembangunan masyarakatnya  agar mereka bisa survive nanti ketika berdampingan dgn warga ikn yg pasti membawa budaya baru bagi mereka"
"1353"	"Sangat mengkhawatirkan buat masadepan anak cucu yg tnggal di sana .kalo preman berdasi ga papa,asal jgn preman asing ..hancur masadepan .. 
Lindungi indonesia dari asing.mari doa bersama 🙏n xaspada aturan baru yg bakal muncul .apa bila ga sesuai nanti"
"1354"	"sangat menyedihkan ,rakyat kecil yg selalu dikorbankan,mereka yg mempunyai tanah adat tidak dianggap,lebih mementingkan orang berdasi untuk menggunduli hutan,daripada rakyat yg selalu menjaga kelestarian hutan."
"1355"	"Sangat sayang thd nitizen yg komentar semua yg di lakukan pemerintah itu sdh benar, mereka hanya liat di berita medsos tidak pernah masuk pedalaman dan pelosok hutan, dari tayangan ini harus kalian bisa buka hati utk ada sedikit rasa empati thd warga"
"1356"	"Saran saya pembangunan awalnya siapkan saja lokasi rumah yang layak untuk mereka yang sekarang ada di Ring 1, jadi lebih tertata dan baik untuk percontohan di kota-kota besar lainnya"
"1357"	"Satu satunya Cara mengembalikan IKN ke Jakarta sebagai ibukota adalah Kayau menurut kami orang dayak dalam mengusir orang luar yg mengganggu kenyamanan orang kalimantan karena dikuasain(atau dalam bahasa indonesianya potong kepala)"
"1358"	"Saya Asli Putra Kelahiran Sepaku Pernah kerja Di PT IHM sangat Apresiasi sekali kl Sepaku dijadikan IKN, Karena Akan ada Pemerataan Ekonomi, Peluang dan Lapangan Kerja akan Banyak Sekali di Sini, Maju Terus Progres IKN Baru"
"1359"	"saya jg lahir di kalimantan..saya tau persis kondisinya saat ini..semoga pemerintah bisa memberikan solusi Terbaik Untuk Rakyatnya.."
"1360"	"SAYA KESINI CUMA MAU LIHAT MUKANYA BUPATII YANG TERLIBAT KORUPSII!!! YANG KATANYA MENJADI KORUPTOR TERMUDA ITU LHOO..."
"1361"	"Saya lahir dan besar d sepaku,sangat2 berharap."
"1362"	"Saya lahir di Balikpapan baru dengar kalo ada Suku BALIK #SaveSukuBalik"
"1363"	"Saya neng Nana sangat tidak setuju IKN pindah ke kalimantan,jakarta punya sejarah yg sangat di berati.sedih melihat semua ini,Ya Robb lindungi saudara\"kami yg ada di kalimantan aamiin ya robbal'alaamiin."
"1364"	"Saya org kalimantan mreka itu perantauan jg, adat yg asli slalu dpt tunjangan dri pemerintah, karna di ppu itu byk org bugis jg sdh  jdi maklum klo mreka tak terima sprti wanita itu, mutlak itu org sulawesi bukan asli paser"
"1365"	"Saya orng Palangkaraya. Menolak IKN di Kalimantan. Makin merajalela aja tambang dengan sawit. HutAn hilang. Makin panas dunia."
"1366"	"Saya pernah hidup di kalimantan, dan apa yg dicakapkan bapak kepala suku itu bukan lagi kecemasan kekinian tetapi kejadian masa depan.  Semoga ada waktunya pemilik tanah yang sesungguhnya menjadi tuan tanahnya"
"1367"	"Saya sangat kagum dan bangga punya ba nazwa yg pinter ...mampu mengkritik pemerintah"
"1368"	"Saya sebagai orang asli jawa timur (malang) dan tidak pernah datang ke kalimantan.. tapi sangat teramat berat dan tidak ikhlas, disaat melihat pemandangan hijau akan berubah menjadi pemandangan bangunan suatu saat nanti. Belum puaskah indonesia kehilangan banyak hutan hingga detik ini?"
"1369"	"saya sebagai orang kalimantan menganggap kekhawatiran ini hanya kekhawatiran pada kondisi terburuk yang mereka pikirkan, namun jika dibandingkan efek nya ke orang kalimantan udah jelas lebih banyak manfaatnya daripada kerugiannya,  1. udah jelas infrastruktur, pendidikan, dan jasa yang lebih baik akan mereka dapatkan, 2.penduduk yang memiliki aset tanah  dan properti akan mendapatakan rejeki nomplok yang dapat dijual dengan harga tinggi 3. mereka mendapatkan jaminan kehidupan yang lebih baik di masa depan dengan meningkatnya kegiatan ekonomi di penajam baik itu dalam mencari pekerjaan ataupun menjadi wiraswasta, jika mereka khawatir tidak mampu bersaing saya percaya itu kekhawatiran yang dapat dimitigasi, saya yakin orang kalimantan dengan semangat juang nya memiliki kapasitas jika diberi akses pendidikan yang sudah pastii lebih baik saat IKN terbangun akan dapat bersaing dan membangun wilayahnya sendiri, sentimen sosial tidak dapat dihindari itu tinggal tergantung individu nya saja, ingin tetap stagnan di posisi tersebut atau bergerak melompat lebih jauh yang tongkat nya udah diberi pemerintah. Dulu saya masih ingat dengan perjuangan otsus di kalimantan timur ditolak namun dengan kesabaran kita diberi berkah yang lebih baik dari otsus menjadi IKN Baru Indonesia."
"1370"	"Saya setuju dengan apa yg di bilang sama ketua adat"
"1371"	"Saya setuju Ibu Kota Pindah asalkan uangnya dari negeri sendiri (laba bumn,pajak,) dan bukan hasil utang luar negeri."
"1372"	"Saya sgt salut dgn ketua adat yg begitu jelas dan tegas dan sopan, sgt jauh beda dgn Gubernur nya yg anti kritik ditanya aja baru 3 kali sdh Aroganya timbul,"
"1373"	"Saya Tinggal di sana dari Lahir hingga SMP,  Sangat banyak masyarakatnya mengesampingkan  tentang hukum kepemilikan tanah, kepemilikan berdasarkan dokumen hukum yg berlaku seperti Sertivikat tanah, termasuk ortu saya. Mirisnya anak\" Seperti saya kalau mengingatkan dari jauh\" hari sangat tidak di anggap bahkan sekedar angin lewatpun kayaknya bukan, 

Begitu ada pembangunan Mega Proyek gini baru pada kalang kabut ngurus Dokumen kepemilikan tanah, 

itu baru 1 persoalan, belum lagi persoalan\" yg lain.... 🙂

saya mendoakan semoga Masyarakat disana mendapatkan kemudahan\" dalam mempertahankan Hak-Hak yg seharusnya mereka dapatkan,"
"1374"	"Saya warga Balikpapan Kaltim, tentang IKN ini sudah biasa terjadi pro kontra, mengamati suara netizen Kaltim...yg tidak setuju IKN di Kaltim alasannya cemas terjadi kerusakan hutan/lingkungan, banjir, kriminal makin meningkat.

Isran Noor Gubernur Kaltim sangat mendukung IKN pindah ke Kaltim, Isran Noor saking bahagianya....berapa bulan lalu jagat medsos Kaltim heboh dengan statemen Isran, bila beneran jadi nyata IKN pindah ke Kaltim, Isran menjamin Jokowi masuk Surga bahkan tanpa ibadahpun Jokowi dijamin masuk Surga.

Saya hanya sebatas dengar dari obrolan di warung kopi, kecamatan Sepaku yg ditetapkan sebagai wilayah Istana negara, penduduk Sepaku mayoritas transmigrasi.

Oh ya...bagi anda yg domisili diluar Kalimantan, saat bicara Kalimantan yg terbayang tentang Suku Dayak, calon Ibukota ini yaitu PPU dan Kutai Kartanegara, dari wawasan yang saya miliki....wilayah calon IKN ini mayoritas penduduknya etnis Paser dan Suku Kutai, dua etnis ini mayoritas ber agama Muslim."
"1375"	"Saya yakin 100% akhirnya akan terusir"
"1376"	"Sayang hutan nya dan sayang biaya nya, pemerintahan terlalu ambisi ."
"1377"	"Sblm lahirnya Negara sudah ada bangsa-bangsa, sebelum ada kesepakatan  bersama soal bangsa-bangsa sudah ada suku-suku dengan segala keanekaragamannya.
Namun....."
"1378"	"Sdh dimiliki yg pnya konsesi dan cukong2 duluan"
"1379"	"sdh pasti tersisih laaahh... 
namanya jg IKN...  
lihat z jakarta... 
tempo doeloe...dan sekarang... 
... 
mari kita nyanyi \"IBU KOTA\" 
dr romeee....irameee....  
...
pagar rumahnya pun tinggi tinggi....
di ibu kotaaa... haaa... 
di ibuuu.. kotaaa.....
...
lalaa...laaa...laaa..."
"1380"	"Se.7 Bapak,Harus ada Jaminan./Perjanjian..Secara Tertulis..dan Disyahkan Oleh Negara,.Punya Kekuatan Hukum yang.Syah.."
"1381"	"Seandainya ada referendum rakyat , bukan tidak mungkin yg menang adalah mereka yg tidak setuju Ibu Kota Baru ...... sayangnya pendapat rakyat disuarakan wakil2 rakyat ....... sudah saatnya rakyat menyuarakan pendapatnya sendiri , dan tidak perlu diwakili lagi untuk menyuarakan pendapatnya ......."
"1382"	"Seandainya ibukota pindah ke Sulsel mungkin nggak seribet ini, mungki masyarakat disana dulu senang tp ada penghasut ya jadinya masyarakat takut malah kepikiran jadi pengemis"
"1383"	"sebaiknya di buat referendum saja di Kalimantan, untuk  mengetahui mana yang setuju dan mana yang tidak..supaya jelas, klo setahu saya, hampir 90% masyarakta Kalimantan setuju IKN di kalimantan..selain itu akan menaikkan taraf ekonomi secara umum, itu juga menunjukkan penghargaan yang sangat besar bagi kalimantan untuk menjadi IKN oleh Pemerintah.."
"1384"	"Sebaiknya kalo mau buat ibukota, di salah satu pulau kecil aja, kalo begini bisa rusak hutan"
"1385"	"Sebanyak apapun program untuk peningkatan sdm utk masyarakat asli akan tetap gagal apabila masyarakat tersebut tidak punya keinginan untuk meningkatkan kualitas sdmnya sendiri"
"1386"	"Sebelum thn 67 tanah siapa"
"1387"	"Sebenarnya tanpa Ibukota Pindah Hutan Udh Pasti Akan Akan Terkena Dampak. Dan tolong dicatat Itu Perusahaan tempat Ibukota Punya Pejabat di Era Cendana. Dan Tempat IKN Bekas Tanah Konsesi PT yang sudah habis masa sewa pinjam nya. Dibalik IKN udh jelas n tentu pasti nya ada orang-orang cerdas."
"1388"	"Sebuah kebijakan pasti ada yg d untung dan d rugikan
Tp seharus ny pemerintah mengakomodir kepentingan suku adat dn masyarakat setempat biar tdk d rugikan"
"1389"	"Sedih denger cerita bapa...... Gw lsung stel lagu iwan fals"
"1390"	"Sedih dengernya... menurut saya lebih baik IKN baru tetap di jawa.. Tepatnya jawa tengah karena nantinya kereta cepat bisa berfungsi maksimal setelah Bandung, IKN baru, kemudian Jogjakarta kemudian Surabaya... Lebih baik Kalimantan dijaga alamnya karena sangat penting bagi kehidupan seluruh dunia beri juga kesejahteraan buat masyarakat adat yang rela hidup seadanya tanpa merusak alam..."
"1391"	"Sedih juga mendengar jawaban bpk ketua adat,yg berpikir tentang kelestarian hutan,alam ,adat dan tradisi ,stempat ,dan ahirnya merekapun terpinggirkan ,tergerus dgn moderenisasi,seperti halnya jakarta yg masarakat aslinya hanya menjadi masarakat pinggiran ibu kota,blm lagi akan terjadinya kesenjangan sosial yg rawan komplik,karena pemburu uang akan beramai ramai datang"
"1392"	"Sedih kali mendengar ucapan Ibu ibu itu dan juga Pemangku adatnya. Dari omongan Bupatinya bahwa tanah itu tidak berpenghuni Sesuai dengan Sebutan status Tanah yg SHM, maka jelaslah Warga yg ada disitu tidak dianggap makhluk Hidup. 
Kasihan bangsaku yg dikuasai Makhluk Makhluk yg tidak punya otak dan Serakah. Semoga yg ngotot mindahin Ibu Kota Segera Funah...!
Aamiin
Aamiin..."
"1393"	"sedih mendengar penjelasan keadaan warga kaltim, semoga diberikan solusi dan jalan terbaik yang memuaskan untuk penduduk asli kaltim.
semoga semuanya bisa berjalan lancar dan membahagiakan semua pihak.
Nusantara Jaya dan Makmur."
"1394"	"Sedih ngeliatnya, sabar yaa pak, biar Allah yg akan membalasnya"
"1395"	"Sedihnya .. pemerintah bukannya memberi rasa aman dn menjamin keberlangsungan usaha rakyat, pdhal rakyat selalu berjuang sendiri unt hidup hari ke hari sesuai rejeki dr Tuhan .. sebenernya rakyat spt kami g neko2, tp kami selalu hrs ngadepin ambisi2 pemimpin yg entah untungnya apa untuk kami .."
"1396"	"Segera dibuatkan sertifikat tanah untuk warga sekitar dan membuka lapangan kerja untuk warga sekitar, sebagai bentuk demi  kesejahteraan Rakyat sekitar. Bentuk pemukiman warga sekitar dengan Rapih teratur serta tidak ada mafia tanah ataupun preman2 dr luarpulau membajak/mempatoki tanah daerah tanpa punya sertifikat tanah.
Jangan seperti dijakarta banyak tempat2 kosong dipakai untuk berbisnis tanpa ada tatakelola tempat yg teratur rapih serta Ramah Lingkungan."
"1397"	"Seharusnya IKN ahli tata kota hrs menempatkan penduduk utama yg jumlah penduduknya puluhan ribu atau ratusan ribu penduduk bisa jadi ...diutamakan sebagai penduduk utama RING SATU dan deberi lahan khusus pny kota khusus, berkecupan baik bidang ekonomi, lapangan pekerjaan, kesehatan ,terlindungi hak politik nya, sosialnya, adat nya...agar bisa jdi historis bhw penduduk asli dll yg sdh lama di lokasi  IKN terutama ring ,1 merupakan ibu kota damai tentran nantinya..saran aja, soalx sy jga pernah tinggal di panajam kelurahan nenang 1996 lalu."
"1398"	"Seharusnya penduduk pribumi yg dekat ibu kita baru itu,pindah aja ke tempat ibukota baru itu,dgn alasan mau berdagang disana,soalnya kan tanah rakyat Indonesia juga bukan buat penguasa aja kasian mereka klo sampai terusir dari daerah sejak dr nenek moyangnya,atau transmigrasi kan rakyat di p Jawa yg terlalu padat penduduknya itu, kasian bnyk rakyat miskin yg TDK punya tempat tinggal,jangan\" nanti org cina yg bercokol menempati ibukota baru itu,dan para pejabat yg kaya raya,para penguasa legislatif,ekskotif dan yudikatif aja,sdg pegawai lainnya bgmn,cara berpindahnya bgmn,apakah ditanggung pemerintah biaya transfortasinya?lalu buat apa semua gedung DPR,MPR,istana dllnya"
